sector,GRANTEE,AMOUNT COMMITTED,percentage
education,Hepburn Library of Waddington,5865.0,0.0
education,E.M. Cooper Memorial Public Library,5865.0,0.0
education,Wells Memorial Library,5865.0,0.0
growth,Mccormick County Library,5816.0,0.0
growth,Kennedy Library Of Konawa,5816.0,0.0
growth,Hennessey Public Library,5816.0,0.0
education,Harrisville Free Library,5796.0,0.0
education,Emmetsburg Public Library,5790.0,0.0
others,Women's Foreign Policy Group,5775.0,0.0
education,Pueblo of Zia,5769.0,0.0
growth,Sayre Public Library,5747.0,0.0
growth,Margaret Carder Library,5747.0,0.0
growth,Chandler-Watts Library,5747.0,0.0
growth,Prague Public Library,5747.0,0.0
growth,Maysville Public Library,5747.0,0.0
growth,Wynnewood Public Library,5747.0,0.0
growth,Fairview City Library,5747.0,0.0
growth,Montfort & Allie Brown Jones Memorial Library,5747.0,0.0
growth,Pawhuska Public Library,5747.0,0.0
education,Wardsboro Free Public Library,5738.0,0.0
education,Andes Public Library,5727.0,0.0
education,Morton Memorial Library,5727.0,0.0
education,Wadhams Free Library,5727.0,0.0
education,Hammond Free Library,5727.0,0.0
education,Town of Lisbon Library,5727.0,0.0
education,Hunter Public Library,5727.0,0.0
growth,Fort Meade Public Library,5707.0,0.0
growth,Surf-Bal-Bay Public Library,5707.0,0.0
growth,Lake Alfred Public Library,5707.0,0.0
growth,Charlotte-Glades Library System,5707.0,0.0
education,Red Feather Lakes Community Library,5693.0,0.0
education,Colony City Library,5685.0,0.0
education,Jessie Wakefield Memorial Library,5685.0,0.0
education,Hancock Free Public Library,5669.0,0.0
education,Island Pond Public Library,5669.0,0.0
education,William H. And Lucy F. Rand Memorial Library,5669.0,0.0
education,Haskell Free Library,5669.0,0.0
growth,Abernathy Public Library,5661.0,0.0
growth,Shamrock Public Library,5661.0,0.0
education,Elizabethtown Library Association,5658.0,0.0
education,Cape Vincent Community Library,5658.0,0.0
education,Cameron Parish Library,5649.0,0.0
education,Alice Ward Memorial Library,5626.0,0.0
education,Wetmore Community Library,5624.0,0.0
education,Rampart Library District,5624.0,0.0
education,Flagler Community Library,5624.0,0.0
education,Elmore Public Library,5624.0,0.0
education,Hugo Public Library,5624.0,0.0
education,Koyukuk Community Library,5605.0,0.0
education,Baxter Memorial Library,5600.0,0.0
growth,"Hale Center Public Library, Inc.",5592.0,0.0
growth,Nueces Canyon Public Library,5592.0,0.0
growth,Sterling County Public Library,5592.0,0.0
growth,Caprock Public Library,5592.0,0.0
education,Eagle Public Library,5562.0,0.0
education,Craig Public Library,5562.0,0.0
education,Siverson Public Library,5555.0,0.0
education,Taylors Falls Public Library,5555.0,0.0
education,Takotna Community Library,5537.0,0.0
growth,Harry Benge Crozier Memorial Library,5523.0,0.0
growth,Rains County Public Library,5523.0,0.0
growth,Camp Wood Public Library,5523.0,0.0
growth,Schleicher County Public Library,5523.0,0.0
growth,Forest Lakes Community Library,5523.0,0.0
growth,Stamford Carnegie Library,5523.0,0.0
growth,Clarkia District,5509.0,0.0
education,Menlo Public Library,5495.0,0.0
education,Dermott O'Toole Memorial Library,5493.0,0.0
education,Talkeetna Public Library,5485.0,0.0
others,International District Housing Alliance,5470.0,0.0
growth,Phillips County Library,5468.0,0.0
education,Caldwell Carnegie Library,5458.0,0.0
growth,Higgins Public Library,5454.0,0.0
education,Beaver City Public Library,5454.0,0.0
growth,Sherman County Public Library,5454.0,0.0
growth,Fredonia Public Library,5454.0,0.0
growth,Seligman Public Library,5454.0,0.0
growth,Mason County/Eckert Memorial Library,5454.0,0.0
growth,Silverton Public Library,5454.0,0.0
growth,"Arthur Temple, Sr. Memorial Library",5454.0,0.0
growth,Cambridge District,5451.0,0.0
education,Nucla Public Library,5443.0,0.0
education,Plover Public Library,5424.0,0.0
education,Hope Community Library,5424.0,0.0
education,Moose Pass Public Library,5424.0,0.0
education,Murray Public Library,5424.0,0.0
education,Washta Public Library,5424.0,0.0
education,Merrill Public Library,5424.0,0.0
education,Ipnatchiaq Library,5421.0,0.0
growth,Cascade Public,5401.0,0.0
growth,George McCone Memorial County Library,5401.0,0.0
growth,Blaine County Library,5401.0,0.0
education,Hancock Community Library,5374.0,0.0
education,Cunningham Public Library,5362.0,0.0
education,Fullerton Public Library,5362.0,0.0
growth,Valley Of The Tetons District,5359.0,0.0
growth,Fife Lake Public Library,5356.0,0.0
education,Ninilchik Community Library,5355.0,0.0
education,Klawock Public Library,5355.0,0.0
education,Metlakatla Centennial Library,5355.0,0.0
education,Thorne Bay Public Library,5355.0,0.0
education,Northway Community Library,5355.0,0.0
education,Errol Public Library,5355.0,0.0
education,Naqiaksrat Library,5355.0,0.0
education,Trapper Creek Public Library,5355.0,0.0
education,West Custer County Library District,5355.0,0.0
education,Batavia Public Library,5355.0,0.0
equality,Administrative Staff College of India,5350.0,0.0
growth,Three Forks Community Library,5330.0,0.0
growth,Judith Basin County Free Library,5330.0,0.0
growth,Ekalaka Public Library,5330.0,0.0
growth,Stillwater County Library,5330.0,0.0
growth,Joliet Community Library,5330.0,0.0
growth,Garfield County Library,5330.0,0.0
growth,Dutton Public Library,5330.0,0.0
growth,Daniels County Library,5330.0,0.0
growth,Valier Public Library,5330.0,0.0
growth,Plummer Public Library,5330.0,0.0
growth,Philipsburg Public Library,5330.0,0.0
growth,Fairfield Public Library,5330.0,0.0
growth,Island Park Library,5330.0,0.0
growth,Benewah District,5330.0,0.0
growth,Prairie County Library,5330.0,0.0
growth,Salmon River Public Library,5330.0,0.0
growth,Henry Malley Memorial Library,5330.0,0.0
growth,Harlem Public Library,5330.0,0.0
education,Schroon Lake Public Library,5327.0,0.0
others,KUOW - Puget Sound Public Radio,5310.0,0.0
growth,Council Valley District,5309.0,0.0
others,Foolproof,5300.0,0.0
education,Tok Community Library,5285.0,0.0
growth,Wedsworth Memorial Library,5259.0,0.0
growth,Darby Public Library,5259.0,0.0
growth,Harlowton Public Library,5259.0,0.0
growth,Midvale Community Library,5259.0,0.0
growth,Mackay Free Library District,5259.0,0.0
growth,Bridger Public Library,5259.0,0.0
growth,Aberdeen Public Library,5259.0,0.0
growth,Red Lodge Carnegie Library,5259.0,0.0
growth,Moore Memorial Library,5259.0,0.0
growth,Priest Lake Public Library,5259.0,0.0
growth,Mullan Public Library,5259.0,0.0
education,Cathlamet Public Library,5254.0,0.0
education,Lanesboro Public Library,5250.0,0.0
others,The Martinez Foundation,5250.0,0.0
education,Arvin A. Brown Public Library,5250.0,0.0
education,Woden Public Library,5243.0,0.0
growth,Falmouth Area Library,5242.0,0.0
growth,Ola District,5230.0,0.0
education,Randall Public Library,5224.0,0.0
education,Norcatur Public Library,5224.0,0.0
education,Moore Family Library,5224.0,0.0
education,Peabody Township Library,5224.0,0.0
education,Atwood Public Library,5224.0,0.0
education,Bartley Public Library,5224.0,0.0
education,Grainfield City Library,5224.0,0.0
education,Tekamah Public Library,5224.0,0.0
education,Elmendaro Township Library Hartford,5224.0,0.0
education,Glasco City Library,5224.0,0.0
education,Genoa Public Library,5224.0,0.0
education,Savonburg Public Library,5224.0,0.0
education,Paine Memorial Library,5215.0,0.0
education,Duncombe Public Library,5214.0,0.0
education,Garwin Public Library,5205.0,0.0
education,Jaquith Public Library,5194.0,0.0
education,Wheaton Community Library,5181.0,0.0
education,Wyoming Public Library,5174.0,0.0
education,Anchor Point Public Library,5174.0,0.0
education,Havelock Public Library,5174.0,0.0
education,Hyder Public Library,5174.0,0.0
education,Mallard Public Library,5174.0,0.0
growth,Mackinac Island Public Library,5173.0,0.0
growth,Betsie Valley District Library,5173.0,0.0
education,"Central Massachusetts Regional Library System, Inc.",5160.0,0.0
education,Great Cranberry Library,5157.0,0.0
education,Greeley Public Library,5155.0,0.0
education,Sheridan County Public Library,5155.0,0.0
education,Byron Public Library,5155.0,0.0
education,Summerfield Public Library,5155.0,0.0
education,Auld Doudna Public Library,5155.0,0.0
education,Thayer Friday Reading Club City Library,5155.0,0.0
education,Oakley Public Library,5155.0,0.0
education,Lewellen Public Library,5155.0,0.0
education,Adams Public Library,5155.0,0.0
education,Oberlin City Library,5155.0,0.0
education,Harvard Public Library,5155.0,0.0
education,Stockton Public Library,5155.0,0.0
education,Village of Verdon Library,5155.0,0.0
education,Bird City Public Library,5155.0,0.0
education,Edna Public Library,5155.0,0.0
education,Farnam Public Library,5155.0,0.0
education,Glen Elder Library,5155.0,0.0
education,Palisade Public Library,5155.0,0.0
education,Cawker City Public Library,5155.0,0.0
education,Cedar Vale Memorial Library,5155.0,0.0
education,Brunswick Public Library,5155.0,0.0
education,Stony Creek Free Library,5146.0,0.0
education,Aledo Mercer Carnegie Public Library District,5145.0,0.0
education,Arthur County Library,5145.0,0.0
education,Athena Public Library,5143.0,0.0
education,Beaver Crossing Community Library,5135.0,0.0
education,Mclean/Mercer Regional Library,5135.0,0.0
education,Yachats Public Library,5114.0,0.0
education,Churdan Public Library,5114.0,0.0
education,Kegoaya Kozga Library,5110.0,0.0
education,Hand County Library,5108.0,0.0
education,Crew Public Library,5105.0,0.0
education,Schleswig Public Library,5105.0,0.0
education,Dalton Public Library,5105.0,0.0
education,Kirchner-French Memorial Library,5105.0,0.0
education,Ida Grove Public Library,5105.0,0.0
education,Seldovia Public Library,5105.0,0.0
growth,Idlewild Public Library,5104.0,0.0
growth,Glen Lake Community Library,5104.0,0.0
growth,Luther Area Public Library,5104.0,0.0
growth,Crooked Tree District Library,5104.0,0.0
growth,Republic-Michigamme Public Library,5104.0,0.0
education,M-C Community Library,5095.0,0.0
education,Alice L. Pendleton Library,5088.0,0.0
growth,Camas County District,5080.0,0.0
education,Arrowhead Library System,5080.0,0.0
others,Technology Alliance,5072.0,0.0
education,Plainville Memorial Library,5064.0,0.0
education,Paxton Public Library,5054.0,0.0
education,Woodsville Free Public Library,5043.0,0.0
education,Mountain Village Public Library,5035.0,0.0
education,Ruby Community Library,5035.0,0.0
education,Laplata Public Library,5024.0,0.0
education,Potomac Public Library,5024.0,0.0
education,Sidell District Library,5024.0,0.0
education,Kansas Community Memorial Library,5024.0,0.0
education,Community Lib Of W Perry Co,5024.0,0.0
education,Woonsocket City Library,5024.0,0.0
education,Elizabeth Township Library,5024.0,0.0
education,Dorcas Library,5019.0,0.0
education,New Portland Community Library,5019.0,0.0
education,Veterans Memorial Library,5019.0,0.0
education,Monson Public Library,5019.0,0.0
education,Dr. Shaw Memorial Library,5019.0,0.0
education,Webster Free Library,5019.0,0.0
education,Helix Public Library,5014.0,0.0
education,Kenny Lake Public Library,5014.0,0.0
growth,Pierce Free Public Library,5009.0,0.0
growth,Challis Public,5009.0,0.0
education,Clifton Community Library,5008.0,0.0
education,Cragsmoor Free Library,5008.0,0.0
others,Community Leaders Roundtable of Seattle,5000.0,0.0
others,Global Visionaries,5000.0,0.0
others,Lambert House,5000.0,0.0
others,Friends of KEXP,5000.0,0.0
others,One Economy Corporation,5000.0,0.0
others,PAWS,5000.0,0.0
growth,Hawaii Open Data,5000.0,0.0
others,"Scholarship America, Inc.",5000.0,0.0
others,American Association of Museums,5000.0,0.0
others,Hawaii Pacific University,5000.0,0.0
growth,Canadian Evaluation Society,5000.0,0.0
others,Sacred Heart Church,5000.0,0.0
others,Highline Community College Foundation,5000.0,0.0
growth,Emerald Cities Collaborative,5000.0,0.0
others,Girls Health Ed,5000.0,0.0
others,Intersection,5000.0,0.0
others,Kirkland Performance Center,5000.0,0.0
others,American Indian Institute,5000.0,0.0
health,Pacific Council on International Policy,5000.0,0.0
others,Speak Up Africa,5000.0,0.0
education,Tennessee Educators of Color Alliance,5000.0,0.0
others,BLACK COFFEE NORTHWEST GROUNDED,5000.0,0.0
others,Fair Chance DC,5000.0,0.0
equality,Institute of Public Finance,5000.0,0.0
health,"Controlled Release Society, Inc",5000.0,0.0
others,TeenTix,5000.0,0.0
others,Hands for a Bridge,5000.0,0.0
others,Viva Hispanic Foundation NW,5000.0,0.0
others,The Northwest School of the Arts Humanities and Environment,5000.0,0.0
others,National Association of City Transportation Officials Inc.,5000.0,0.0
others,Community Health Charities,5000.0,0.0
others,Beacon Food Forest,5000.0,0.0
others,Minority Executive Directors Coalition of King County,5000.0,0.0
others,Lighthouse DC,5000.0,0.0
others,Humble Design,5000.0,0.0
others,Paso del Norte Community Foundation,5000.0,0.0
education,RVC Seattle,5000.0,0.0
others,International Justice Mission,5000.0,0.0
others,Lower Elwha Klallam Tribe,5000.0,0.0
others,"Doctors of the World-USA, Inc.",5000.0,0.0
others,National Congress of Parents and Teachers,5000.0,0.0
others,Camp Fire USA Portland Metro Council,5000.0,0.0
others,National Alliance of Black School Educators,5000.0,0.0
others,New York Academy of Sciences,5000.0,0.0
equality,"Kauai Economic Development Board, Inc",5000.0,0.0
others,Humane Society for Seattle-King Co,5000.0,0.0
education,Sound Child Care Solutions,5000.0,0.0
others,Within Reach,5000.0,0.0
others,Disability Rights Washington,5000.0,0.0
others,LEV Foundation,5000.0,0.0
others,Human Rights Campaign Foundation,5000.0,0.0
others,"Self Enhancement, Inc.",5000.0,0.0
others,NPower,5000.0,0.0
others,Ysleta Independent School District Foundation,5000.0,0.0
education,Duncan Memorial Library,4995.0,0.0
education,Daykin Public Library,4995.0,0.0
education,Elliott Public Library,4995.0,0.0
education,Jennings City Library,4974.0,0.0
education,Dixon Township Library,4974.0,0.0
education,Hesseltine Public Library,4974.0,0.0
education,Lebanon Community Library,4974.0,0.0
education,Little River Community Library,4974.0,0.0
education,Weston Public Library,4974.0,0.0
education,Blue Rapids Public Library,4974.0,0.0
education,Lenora Public Library,4974.0,0.0
education,St. Francis Public Library,4974.0,0.0
education,Westbrook Public Library,4974.0,0.0
education,Delphos Public Library,4974.0,0.0
education,Hepler City Library,4974.0,0.0
education,Canton Carnegie Township Library,4974.0,0.0
education,Palco Public Library,4974.0,0.0
education,Kanopolis Public Library,4974.0,0.0
education,Kirwin City Library,4974.0,0.0
education,Almena City Library,4974.0,0.0
education,Keya Paha County Library,4974.0,0.0
education,Trenton Public Library,4974.0,0.0
education,McCune City Library,4974.0,0.0
education,Lang Memorial Library Wilson,4974.0,0.0
education,Struckman-Baatz Public Library,4974.0,0.0
education,John Tomay Memorial Library,4974.0,0.0
education,Bartlett Public Library,4964.0,0.0
education,Clarence Public Library,4955.0,0.0
education,Satre Memorial Library,4955.0,0.0
education,Sarah S Bovard Mem Library,4955.0,0.0
education,Reverend Martin Bieber Public Lib,4955.0,0.0
education,Burke Public Library,4955.0,0.0
